taxonomy	host	function	symbiont_phylum	symbiont_order	symbiont_genus	host_order	host_family	description	evidence	genome_id	journal	evidence_level
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__Burkholderia cepacia	Nilaparvata lugens	immune priming	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Delphacidae	Burkholderia cepacia BsNLG8 enhances the host's resistance against Nicotine-induced stress by contributing to the expression of the immune gene Defensin A.	10.1016/j.ecoenv.2024.116371		ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY	2
d__Bacteria; p__Bacteroidota; c__*; o__Bacteroidales; f__*; g__Bacteroides; s__*	Hyphantria cunea	stress resistance	Bacteroidota	Bacteroidales	Bacteroides	Lepidoptera	Erebidae	The presence of Bacteroides is part of the gut microbiota that enhances the compatibility of the invasive pest (Hyphantria cunea) to new host plants, facilitating rapid adaptation.	10.1093/ismejo/wrae031		ISME JOURNAL	3
d__Bacteria; p__Bacillota; c__*; o__Lachnospirales; f__*; g__Blautia; s__*	Hyphantria cunea	stress resistance	Bacillota	Lachnospirales	Blautia	Lepidoptera	Erebidae	The presence of Blautia is part of the gut microbiota that enhances the compatibility of the invasive pest (Hyphantria cunea) to new host plants, facilitating rapid adaptation.	10.1093/ismejo/wrae031		ISME JOURNAL	3
d__Bacteria; p__Bacillota; c__*; o__Lachnospirales; f__*; g__Coprococcus; s__*	Hyphantria cunea	stress resistance	Bacillota	Lachnospirales	Coprococcus	Lepidoptera	Erebidae	The presence of Coprococcus is part of the gut microbiota that enhances the compatibility of the invasive pest (Hyphantria cunea) to new host plants, facilitating rapid adaptation.	10.1093/ismejo/wrae031		ISME JOURNAL	3
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Blattabacterium; s__Blattabacterium cuenoti	Blattella germanica	amino acid provision	Bacteroidota	Flavobacteriales	Blattabacterium	Blattodea	Blattellidae	Blattabacterium cuenoti serves as the obligate endosymbiont and primary nutritional provider, contributing to amino acid provision and affecting uric acid storage in Blattella germanica.	10.3390/life14010153		LIFE-BASEL	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus faecalis	Bactrocera minax	detoxification enzymes	Bacillota	Lactobacillales	Enterococcus	Diptera	Tephritidae	Enterococcus faecalis degrades phenols found in unripe citrus within Bactrocera minax larvae, functioning as a key detoxification enzyme provider.	10.1002/ps.8096		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Bactrocera minax	detoxification enzymes	Pseudomonadota	Enterobacterales	Serratia	Diptera	Tephritidae	Serratia marcescens degrades phenols found in unripe citrus within Bactrocera minax larvae, functioning as a key detoxification enzyme provider.	10.1002/ps.8096		PEST MANAGEMENT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Orbales; f__*; g__Gilliamella; s__Gilliamella apicola	Apis mellifera	chemical biosynthesis	Pseudomonadota	Orbales	Gilliamella	Hymenoptera	Apidae	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	10.1016/j.chom.2024.09.013		Cell Host & Microbe	3
d__Bacteria; p__Pseudomonadota; c__*; o__Orbales; f__*; g__Gilliamella; s__Gilliamella apicola	Apis mellifera	learning and memory capacity	Pseudomonadota	Orbales	Gilliamella	Hymenoptera	Apidae	Gilliamella apicola carries the gene for the desaturase FADS2, which is able to metabolize polyunsaturated fatty acids from pollen and synthesize endocannabinoid, a lipogenic neuroactive substance, thereby modulating reward learning and memory in honeybees.	10.1016/j.chom.2024.09.013		Cell Host & Microbe	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rhodospirillales; f__*; g__Bombella; s__Bombella apis	Apis cerana	developmental modulation	Pseudomonadota	Rhodospirillales	Bombella	Hymenoptera	Apidae	Bombella apis has the ability to restore the larval-to-pupal transition that is disrupted by antibiotic treatment in the host, Apis cerana.	10.1016/j.jinsphys.2023.104601		JOURNAL OF INSECT PHYSIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__*; f__*; g__Candidatus Nardonella; s__*	Rhynchophorus ferrugineus	amino acid provision	Pseudomonadota		Candidatus Nardonella	Coleoptera	Curculionidae	Candidatus Nardonella is an endosymbiont that participates in tyrosine production for its host, Rhynchophorus ferrugineus, potentially involving the import of host-encoded aminotransferase.	10.3390/insects15010035		Insects	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__Wolbachia wMelPop	Drosophila melanogaster	learning and memory capacity	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Drosophilidae	The virulent Wolbachia wMelPop infection improves the learning and memory capacity of the host, Drosophila melanogaster.	10.1016/j.anbehav.2024.03.016		Animal Behaviour	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Riptortus pedestris	immune priming	Pseudomonadota	Burkholderiales	Burkholderia	Hemiptera	Alydidae	Burkholderia is an ingested soil bacterium that primes the host's systemic immunity, preventing subsequent infection by lethal pathogens in Riptortus pedestris.	10.1073/pnas.2315540121		Proceedings of the National Academy of Sciences	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Arsenophonus; s__*	Nilaparvata lugens	pesticide metabolization	Pseudomonadota	Enterobacterales	Arsenophonus	Hemiptera	Delphacidae	Candidatus Arsenophonus nilaparvatae infection results in an acquired insecticide sensitivity trait in transinfected planthopper lines, associated with the downregulation of the host's P450 xenobiotic detoxification system.	10.1093/ismejo/wrae194	GISB0068	The ISME Journal	5
d__Bacteria; p__Bacillota; c__*; o__Bacillales; f__*; g__Bacillus; s__Bacillus thuringiensis	Tuta absoluta	other	Bacillota	Bacillales	Bacillus	Lepidoptera	Gelechiidae	Bacillus thuringiensis isolates demonstrate high susceptibility of the pest Tuta absoluta upon individual exposure, suggesting its potential as a microbial pesticide for pest management.	10.1038/s41598-024-60140-4		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Stammera; s__*	Notosacantha	plant biomass digestion	Pseudomonadota	Enterobacterales	Candidatus Stammera	Coleoptera	Chrysomelidae	Candidatus Stammera produces and supplies pectinases to the alimentary tract of its leaf beetle host, Notosacantha, facilitating plant cell wall digestion.	10.1016/j.isci.2024.109731		ISCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Candidatus Stammera; s__*	Notosacantha	pectin hydrolysis	Pseudomonadota	Enterobacterales	Candidatus Stammera	Coleoptera	Chrysomelidae	Candidatus Stammera produces and supplies pectinases to the alimentary tract of its leaf beetle host, Notosacantha, facilitating plant cell wall digestion.	10.1016/j.isci.2024.109731		ISCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Wolbachia; s__Wolbachia strain	Aedes aegypti	antiviral activity	Pseudomonadota	Rickettsiales	Wolbachia	Diptera	Culicidae	Wolbachia strain wAlbB sharply decreases dengue incidence in disease hotspots, with dengue reduction predicted to reach 75.8\% at 100\% Wolbachia frequency.	10.1016/j.isci.2024.108942		ISCIENCE	3
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Enterococcus; s__Enterococcus casseliflavus	Bactrocera dorsalis	pesticide metabolization	Bacillota	Lactobacillales	Enterococcus	Diptera	Tephritidae	Enterococcus casseliflavus increases the resistance of Bactrocera dorsalis to \beta-cypermethrin by regulating cytochrome P450 (P450) and α-glutathione S-transferase (GST) activities via the CncC pathway.	10.1093/ismejo/wrae058.		ISME JOURNAL	3
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__Lactococcus lactis	Bactrocera dorsalis	pesticide metabolization	Bacillota	Lactobacillales	Lactococcus	Diptera	Tephritidae	Lactococcus lactis increases the resistance of Bactrocera dorsalis to \beta-cypermethrin by regulating cytochrome P450 (P450) and α-glutathione S-transferase (GST) activities via the CncC pathway.	10.1093/ismejo/wrae058.		ISME JOURNAL	3
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Candidatus Walczuchella; s__*	Icerya aegyptiaca	amino acid provision	Bacteroidota	Flavobacteriales	Candidatus Walczuchella	Hemiptera	Monophlebidae	Candidatus Walczuchella possesses genes for essential amino acid biosynthesis, suggesting it provides key nutrients to its host, Icerya aegyptiaca.	10.1128/spectrum.02955-23		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__*	Novius pumilus	chitin degradation	Bacillota	Lactobacillales	Lactococcus	Coleoptera	Coccinellidae	Lactococcus is predicted to carry genes related to hydrocarbon, fatty acid, and chitin degradation, potentially assisting the host, Novius pumilus, in digesting the wax shell covering scale insects.	10.1128/spectrum.02955-23		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__*	Novius pumilus	chemical biosynthesis	Bacillota	Lactobacillales	Lactococcus	Coleoptera	Coccinellidae	Lactococcus is predicted to carry genes related to hydrocarbon, fatty acid, and chitin degradation, potentially assisting the host, Novius pumilus, in digesting the wax shell covering scale insects.	10.1128/spectrum.02955-23		MICROBIOLOGY SPECTRUM	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Nezara viridula	plant defense modulation	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea sp. Nvir facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0500	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Nezara viridula	nutrient provision	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea sp. Nvir facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0500	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Nezara viridula	detoxification enzymes	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea sp. Nvir facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0500	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Pantoea; s__*	Nezara viridula	plant defense modulation	Pseudomonadota	Enterobacterales	Pantoea	Hemiptera	Pentatomidae	Pantoea sp. Nvir plays an important role in modulating the interaction between Nezara viridula and host plants, potentially through detoxification and plant defense repression.	10.1093/ismejo/wrae097		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Nezara viridula	plant defense modulation	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Pentatomidae	Serratia marcescens facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0499	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Nezara viridula	nutrient provision	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Pentatomidae	Serratia marcescens facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0499	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Nezara viridula	detoxification enzymes	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Pentatomidae	Serratia marcescens facilitates the nutrition of Nezara viridula by degrading toxic plant metabolites and repressing host plant chemical defenses.	10.1093/ismejo/wrae097	GISB0499	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Serratia; s__Serratia marcescens	Nezara viridula	plant defense modulation	Pseudomonadota	Enterobacterales	Serratia	Hemiptera	Pentatomidae	Serratia marcescens plays an important role in modulating the interaction between Nezara viridula and host plants, potentially through detoxification and plant defense repression.	10.1093/ismejo/wrae097		The ISME Journal	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Sodalis; s__Sodalis praecaptivus	Nezara viridula	plant defense modulation	Pseudomonadota	Enterobacterales	Sodalis	Hemiptera	Pentatomidae	Sodalis praecaptivus plays an important role in modulating the interaction between Nezara viridula and host plants, and is a target for pest control strategies.	10.1093/ismejo/wrae097	GISB0498	The ISME Journal	5
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Citrobacter; s__Citrobacter freundii	Tribolium castaneum	semiochemical biosynthesis	Pseudomonadota	Enterobacterales	Citrobacter	Coleoptera	Tenebrionidae	Citrobacter freundii may produce the semiochemical 4,8-dimethyldecanal (DMD), which is strongly associated with female attraction and host pheromone communication in Tribolium castaneum.	10.1007/s10340-023-01632-6		JOURNAL OF PEST SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Escherichia; s__Escherichia coli	Tribolium castaneum	semiochemical biosynthesis	Pseudomonadota	Enterobacterales	Escherichia	Coleoptera	Tenebrionidae	Escherichia coli may produce the semiochemical 4,8-dimethyldecanal (DMD), which is strongly associated with female attraction and host pheromone communication in Tribolium castaneum.	10.1007/s10340-023-01632-6		JOURNAL OF PEST SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Enterobacter; s__*	Ceratitis capitata	carbohydrates enzymes	Pseudomonadota	Enterobacterales	Enterobacter	Diptera	Tephritidae	Enterobacter (as part of a probiotic consortium) significantly influences the intestinal microbiota structure, leading to improved functional potential and increased carbohydrate-active enzymes (CAZymes) in Ceratitis capitata.	10.1038/s41598-023-50679-z		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Enterobacterales; f__*; g__Klebsiella; s__Klebsiella oxytoca	Ceratitis capitata	carbohydrates enzymes	Pseudomonadota	Enterobacterales	Klebsiella	Diptera	Tephritidae	Klebsiella oxytoca (as part of a probiotic consortium) significantly influences the intestinal microbiota structure, leading to improved functional potential and increased carbohydrate-active enzymes (CAZymes) in Ceratitis capitata.	10.1038/s41598-023-50679-z		SCIENTIFIC REPORTS	2
d__Bacteria; p__Bacillota; c__*; o__Lactobacillales; f__*; g__Lactococcus; s__Lactococcus lactis	Ceratitis capitata	carbohydrates enzymes	Bacillota	Lactobacillales	Lactococcus	Diptera	Tephritidae	Lactococcus lactis (as part of a probiotic consortium) significantly influences the intestinal microbiota structure, leading to improved functional potential and increased carbohydrate-active enzymes (CAZymes) in Ceratitis capitata.	10.1038/s41598-023-50679-z		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Rickettsia; s__*	Bemisia tabaci MED	fertility	Pseudomonadota	Rickettsiales	Rickettsia	Hemiptera	Aleyrodidae	Rickettsia infection in Bemisia tabaci MED stimulates juvenile hormone synthesis, resulting in increased fecundity and a female-biased sex ratio.	10.1073/pnas.2406788121		Proceedings of the National Academy of Sciences	3
d__Bacteria; p__Pseudomonadota; c__*; o__Rickettsiales; f__*; g__Rickettsia; s__*	Bemisia tabaci MED	reproductive manipulation	Pseudomonadota	Rickettsiales	Rickettsia	Hemiptera	Aleyrodidae	Rickettsia infection in Bemisia tabaci MED stimulates juvenile hormone synthesis, resulting in increased fecundity and a female-biased sex ratio.	10.1073/pnas.2406788121		Proceedings of the National Academy of Sciences	3
d__Bacteria; p__Bacteroidota; c__*; o__Flavobacteriales; f__*; g__Blattabacterium; s__Blattabacterium cuenoti	Panesthiinae	amino acid provision	Bacteroidota	Flavobacteriales	Blattabacterium	Blattodea	Blaberidae	Blattabacterium cuenoti is an endosymbiont whose presence enables its host (Panesthiinae cockroach) to subsist on a nutrient-poor diet.	10.1111/1744-7917.13339		INSECT SCIENCE	3
d__Bacteria; p__Pseudomonadota; c__*; o__Sphingomonadales; f__*; g__Sphingomonas; s__*	Spodoptera frugiperda	pesticide metabolization	Pseudomonadota	Sphingomonadales	Sphingomonas	Lepidoptera	Noctuidae	Sphingomonas sp. provides a protective effect to Spodoptera frugiperda against chlorantraniliprole stress.	10.1016/j.pestbp.2024.105891		PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY	2
d__Bacteria; p__Pseudomonadota; c__*; o__Hyphomicrobiales; f__*; g__Bradyrhizobium; s__*	Coccinella septempunctata	nitrogen fixation	Pseudomonadota	Hyphomicrobiales	Bradyrhizobium	Coleoptera	Coccinellidae	Bradyrhizobium is commonly found in the gut of Coccinella septempunctata and exhibits nitrogen fixation abilities.	10.1038/s41598-023-49885-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Burkholderiales; f__*; g__Burkholderia; s__*	Coccinella septempunctata	nitrogen fixation	Pseudomonadota	Burkholderiales	Burkholderia	Coleoptera	Coccinellidae	Burkholderia is commonly found in the gut of Coccinella septempunctata and may exhibit nitrogen fixation abilities and trigger the expression of disease resistance genes.	10.1038/s41598-023-49885-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Hyphomicrobiales; f__*; g__Methylovirgula; s__*	Coccinella septempunctata	other	Pseudomonadota	Hyphomicrobiales	Methylovirgula	Coleoptera	Coccinellidae	Methylovirgula is associated with carbon activity and has been found to be a major species producing carbon activity in soil systems.	10.1038/s41598-023-49885-6		SCIENTIFIC REPORTS	2
d__Bacteria; p__Pseudomonadota; c__*; o__Rhodobacterales; f__*; g__Rhodobacter; s__*	Coccinella septempunctata	cellulose hydrolysis	Pseudomonadota	Rhodobacterales	Rhodobacter	Coleoptera	Coccinellidae	Rhodobacter (Rhodanobacter genera) can utilize various carbon sources, including cellobiose, and may aid Coccinella septempunctata in digesting carbon nutrients.	10.1038/s41598-023-49885-6		SCIENTIFIC REPORTS	2
