ID	Record Type	Order	Family	Subfamily	Insect Species	Symbiont Phylum	Symbiont Order	Symbiont Genus	Symbiont Rank	Symbiont Taxon	Symbiont Name	Classification	Localization	Transmission mode	Function	Function Tag	Related Data	Genome ID	Reference	doi	Journal	Year	Note	Country	Collect Location
RISB0049	Symbiont	Hemiptera	Delphacidae	Delphacinae	Nilaparvata lugens	Ascomycota	Hypocreales	Polycephalomyces	Genus	Polycephalomyces	Polycephalomyces prolificus	Fungi	None	None	None	None	None	None	Endosymbiotic Fungal Diversity and Dynamics of the Brown Planthopper across Developmental Stages, Tissues, and Sexes Revealed Using Circular Consensus Sequencing	10.3390/insects15020087	Insects	2024	None	China	Genetics Institute of Wuhan University
RISB0050	Symbiont	Lepidoptera	Sphingidae	Smerinthinae	Clanis bilineata tsingtauica	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus casseliflavus	Bacteria	None	None	Enterococcus casseliflavus regulates amino acid metabolism in the host Clanis bilineata tsingtauica.	amino acid provision	SRR26926462 -SRR26926470	None	Enterococcus casseliflavus regulates amino acid metabolism in edible insect Clanis bilineata tsingtauica: a functional metagenomics study	10.3389/fmicb.2024.1343265	FRONTIERS IN MICROBIOLOGY	2024	None	China	Yuntai Farm of Jiangsu Agricultural Reclamation Group, situated in Lian Yun-gang City in Jiangsu Province
RISB0051	Symbiont	Diptera	Syrphidae	Syrphinae	Episyrphus balteatus	Pseudomonadota	Enterobacterales	Buchnera	Genus	Buchnera	Buchnera aphidicola	Bacteria	None	None	None	None	None	None	Episyrphus balteatus symbiont variation across developmental stages, living states, two sexes, and potential horizontal transmission from prey or environment	10.3389/fmicb.2023.1308393	FRONTIERS IN MICROBIOLOGY	2024	None	China	Taihang Mountain Forest Pests Observation and Research Station of Henan Province
RISB0052	Symbiont	Diptera	Syrphidae	Syrphinae	Episyrphus balteatus	Bacillota	Lactobacillales	Enterococcus	Genus	Enterococcus	Enterococcus silesiacus	Bacteria	None	None	None	None	None	None	Episyrphus balteatus symbiont variation across developmental stages, living states, two sexes, and potential horizontal transmission from prey or environment	10.3389/fmicb.2023.1308393	FRONTIERS IN MICROBIOLOGY	2024	None	China	Taihang Mountain Forest Pests Observation and Research Station of Henan Province
RISB0053	Symbiont	Diptera	Syrphidae	Syrphinae	Episyrphus balteatus	Pseudomonadota	Enterobacterales	Morganella	Genus	Morganella	Morganella morganii	Bacteria	None	None	None	None	None	None	Episyrphus balteatus symbiont variation across developmental stages, living states, two sexes, and potential horizontal transmission from prey or environment	10.3389/fmicb.2023.1308393	FRONTIERS IN MICROBIOLOGY	2024	None	China	Taihang Mountain Forest Pests Observation and Research Station of Henan Province
RISB0054	Symbiont	Diptera	Syrphidae	Syrphinae	Episyrphus balteatus	Chordata	Caudata	Proteus	Genus	Proteus	Cosenzaea myxofaciens	Bacteria	None	None	None	None	None	None	Episyrphus balteatus symbiont variation across developmental stages, living states, two sexes, and potential horizontal transmission from prey or environment	10.3389/fmicb.2023.1308393	FRONTIERS IN MICROBIOLOGY	2024	None	China	Taihang Mountain Forest Pests Observation and Research Station of Henan Province
RISB0055	Symbiont	Diptera	Syrphidae	Syrphinae	Episyrphus balteatus	Pseudomonadota	Enterobacterales	Serratia	Genus	Serratia	Serratia symbiotica	Bacteria	None	None	None	None	None	None	Episyrphus balteatus symbiont variation across developmental stages, living states, two sexes, and potential horizontal transmission from prey or environment	10.3389/fmicb.2023.1308393	FRONTIERS IN MICROBIOLOGY	2024	None	China	Taihang Mountain Forest Pests Observation and Research Station of Henan Province
RISB0056	Symbiont	Coleoptera	Curculionidae	Scolytinae	Dendroctonus ponderosae	Ascomycota	Ophiostomatales	Grosmannia	Genus	Grosmannia	Grosmannia clavigera	Fungi	Extracellular	None	Grosmannia clavigera's pathogenicity is likely more important in aiding the mountain pine beetle's (Dendroctonus ponderosae) colonization and development within the host tree.	developmental modulation	None	None	Evidence that Ophiostomatoid Fungal Symbionts of Mountain Pine Beetle Do Not Play a Role in Overcoming Lodgepole Pine Defenses During Mass Attack	10.1094/MPMI-06-23-0077-R	MOLECULAR PLANT-MICROBE INTERACTIONS	2024	None	Canada	south of Grande Prairie, AB,  (54°27′N, 118°37′W)
RISB0057	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp07	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_037083725.1	GISB0462	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0058	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp00	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_037083745.1	GISB0463	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0059	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp04	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_037083765.1	GISB0464	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0060	Symbiont	Coleoptera	Melyridae	Dasytinae	Danacea nigritarsis GER	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri DngrGER	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941745.1	GISB0465	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	Germany, Italy	None
RISB0061	Symbiont	Coleoptera	Melyridae	Dasytinae	Danacea nigritarsis ITA	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri DngrITA	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941755.1	GISB0466	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	Germany, Italy	None
RISB0062	Symbiont	Coleoptera	Melyridae	Dasytinae	Psilothrix viridicoerulea	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Pvir	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941765.1	GISB0467	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	Germany	None
RISB0063	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp09	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941775.1	GISB0468	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0064	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp06	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941785.1	GISB0469	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0065	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp02	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941795.1	GISB0470	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0066	Symbiont	Coleoptera	Melyridae	Dasytinae	Listrus sp.	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Lsp01	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041941865.1	GISB0471	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA，AZ，UT，NV，OR
RISB0067	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes virens	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dvir	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041942055.1	GISB0472	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0068	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes seminudus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dsem	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041942865.1	GISB0473	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0069	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes plumbeus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dplu	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041943675.1	GISB0474	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0070	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes lineellus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dlin	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041944325.1	GISB0475	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0071	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes alpigradus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Dalp	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041944835.1	GISB0476	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0072	Symbiont	Coleoptera	Melyridae	Dasytinae	Dasytes aeratus	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri Daer	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	GCA_041945105.1	GISB0477	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	USA	CA
RISB0073	Symbiont	None	None	None	soft-winged flower beetles	Pseudomonadota	Enterobacterales	Candidatus Dasytiphilus	Genus	Candidatus Dasytiphilus	Candidatus Dasytiphilus stammeri	Bacteria	Intracellular	None	Candidatus Dasytiphilus stammeri contributes to its host (Listrus sp.) by provisioning tyrosine for cuticle sclerotization and melanization.	amino acid provision	PRJNA1068458	None	Evolutionary history of tyrosine-supplementing endosymbionts in pollen-feeding beetles.	10.1093/ismejo/wrae080	The ISME Journal	2024	None	Germany	None
RISB0074	Symbiont	Coleoptera	Chrysomelidae	Cassidinae	Chelymorpha alternans	Pseudomonadota	Enterobacterales	Candidatus Stammera	Genus	Candidatus Stammera	Stammera	Bacteria	Extracellular	Vertical	Candidatus Stammera is metabolically decoupled in adult beetles to match the nutritional and reproductive requirements of its host, Chelymorpha alternans.	fertility,growth regulation	https://figshare.com/s/ae23eaac5c6703c75912.	None	Extracellular symbiont colonizes insect during embryo development	10.1093/ismeco/ycae005	ISME COMMUNICATIONS	2024	None	Germany	 Max Planck Institute for Biology in Tübingen
RISB0075	Symbiont	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	Bacillota	Bacillales	Mammaliicoccus	Genus	Mammaliicoccus	Mammaliicoccus sciuri	Bacteria	None	None	Mammaliicoccus sciuri produces the secreted chitinolytic lysozyme Msp1, which damages fungal cell walls and completely inhibits the spore germination of the fungal entomopathogens Metarhizium robertsii and Beauveria bassiana.	antimicrobial activity,fungal farming	SRR22731736-SRR22731691	None	From phyllosphere to insect cuticles: silkworms gather antifungal bacteria from mulberry leaves to battle fungal parasite attacks	10.1186/s40168-024-01764-6	MICROBIOME	2024	PRJNA911351 （silkworm larvae cuticular microbiomes）	China	nonKey Laboratory of Insect Developmental and Evolutionary Biology, CAS Center for Excellence in Molecular Plant Sciences, Shanghai Institute of Plant Physiology and Ecology, Chinese Academy of Sciences, Shanghaie
RISB0076	Amplicon	Lepidoptera	Bombycidae	Bombycinae	Bombyx mori	None	None	None	None	None	silkworm metagenome	Bacteria	None	None	The silkworm microbiome contains genes that encode functions, such as the chitinolytic lysozyme Msp1, that confer antimicrobial activity against fungal entomopathogens.	antimicrobial activity,fungal farming	SRR22731736-SRR22731691	None	From phyllosphere to insect cuticles: silkworms gather antifungal bacteria from mulberry leaves to battle fungal parasite attacks	10.1186/s40168-024-01764-6	MICROBIOME	2024	PRJNA911351 （silkworm larvae cuticular microbiomes）	China	nonKey Laboratory of Insect Developmental and Evolutionary Biology, CAS Center for Excellence in Molecular Plant Sciences, Shanghai Institute of Plant Physiology and Ecology, Chinese Academy of Sciences, Shanghaie
RISB0077	Amplicon	Hymenoptera	Siricidae	None	Sirex noctilio	None	None	None	None	None	gut bacteria	Bacteria	Extracellular	None	None	None	SRR26989677-SRR26989687	None	Functional and Compositional Changes in Sirex noctilio Gut Microbiome in Different Habitats: Unraveling the Complexity of Invasive Adaptation	10.3390/ijms25052526	INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES	2024	None	China	northeastern China (DM, HG, JBT, and YS), and S. nitobei
RISB0078	Amplicon	Spirobolida	Pachybolidae	None	Epibolus pulchripes	None	None	None	None	None	gut bacteria	Bacteria	None	None	None	None	SRR26093232-SRR26093263,SRR26091609-SRR26091624	None	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy	10.1186/s40168-023-01731-7	MICROBIOME	2024	None	Czechia	Institute of Soil Biology and Biogeochemistry, Biology Centre CAS, České Budějovice, Czechia
RISB0079	Amplicon	Glomerida	Glomeridae	None	Glomeris connexa	None	None	None	None	None	gut bacteria	Bacteria	None	None	None	None	SRR26093232-SRR26093263,SRR26091609-SRR26091624	None	Functional similarity, despite taxonomical divergence in the millipede gut microbiota, points to a common trophic strategy	10.1186/s40168-023-01731-7	MICROBIOME	2024	None	Czech	forest near the Helfenburk castle near Bavorov (49° 8′ 10.32′′ N, 14° 0′ 24.21′′ E)
